stdno,allowedunits,currentunitsenlisted
2014-30885,19,19
2010-10214,18,9
2012-18175,21,12
2012-25200,15,15
1982-92461,0,0
2011-62086,18,15
2013-13891,20,20
2012-98042,0,0
2014-98970,0,0
2013-08068,18,18
2010-18283,19,12
2012-16954,17,15
2011-97463,21,18
2011-11743,20,19
2014-43043,18,18
2011-14828,12,0
2012-98184,18,15
2013-70163,21,21
2009-02923,19,3
2011-01361,19,3
2014-99129,0,0
2012-98031,0,0
2014-10110,18,17
2011-62216,21,17
2005-45228,0,0
2014-56801,19,19
2010-00226,18,6
2012-18965,12,10
2008-07140,20,20
2013-39747,18,18
2013-02106,21,16
2010-08161,19,3
2011-97542,21,6
2013-20387,18,15
2014-25917,18,18
2011-03790,21,10
2012-03811,19,19
2010-04508,20,6
2012-14822,18,0
2013-25454,17,17
2011-46510,21,0
2014-99173,19,17
2012-18687,21,16
2011-97568,0,0
2014-14392,21,20
2012-51667,21,20
2009-18022,18,9
2012-48827,21,18
2014-09306,19,19
2012-19403,20,20
2011-54974,21,12
2012-33748,21,18
2011-20611,20,14
2004-01358,16,2
2012-98047,0,0
2014-77406,18,16
2013-98642,0,0
2012-19823,18,18
2014-56802,19,18
2014-71972,21,21
2012-37753,18,13
2012-97834,21,20
2007-96176,0,0
2013-20681,18,18
2011-09453,18,15
2013-39369,18,18
2013-62367,23,22
2012-18203,19,18
2009-58617,19,12
2014-40866,18,18
2011-05768,18,18
2013-09209,21,21
2011-40734,18,6
2008-11185,17,0
2013-42816,21,21
2010-42189,19,17
2011-11615,21,0
2014-27644,15,15
2014-00516,18,18
2013-62745,20,18
2004-39664,0,0
2010-06474,21,15
2014-33976,20,19
2014-27482,20,19
2013-27641,21,21
2011-20975,18,3
2014-51675,22,3
2013-57749,21,21
2014-16677,19,19
2009-24493,18,9
2011-62370,19,17
2013-25145,20,20
2013-10347,18,9
2013-35629,20,18
2014-32703,18,18
2013-15093,18,15
2012-38437,18,17
2013-08069,18,18
2011-49549,20,19
2014-00095,21,21
2007-66432,18,17
2014-09272,21,21
2012-04317,18,18
2009-96818,13,0
2012-29738,21,20
2014-52441,17,16
2008-25635,0,0
2011-97502,21,9
2014-27734,18,18
2004-39675,0,0
2011-51637,18,6
2012-98156,0,0
2012-29267,21,15
2012-17540,21,21
2009-16361,18,18
2014-18698,18,18
2013-98397,21,21
2014-70976,19,19
2013-01829,19,14
2012-97969,18,6
2012-38438,17,15
2013-64044,18,11
2007-16169,0,0
2007-22299,12,12
2010-42658,18,18
2004-41830,0,0
2014-22995,18,18
2008-06164,19,0
2002-53146,0,0
2012-17632,18,18
2014-99082,0,0
2009-26382,17,0
2011-05415,21,19
2012-37889,17,14
2014-71601,18,17
2012-18333,21,13
2007-30698,19,6
2010-43758,15,6
2014-98997,0,0
2012-07519,19,18
2014-25239,20,20
2010-41740,18,18
2011-22118,20,10
2013-09446,21,19
2014-19422,20,20
2011-15296,19,0
2013-51926,17,16
2001-96102,0,0
2010-39101,15,15
2014-08293,19,19
2013-07887,19,17
2011-28616,18,18
2012-19404,19,17
2014-99133,0,0
2011-21603,18,11
2014-10860,19,19
2004-03492,0,0
2014-98785,19,19
2012-37409,19,9
2014-72659,18,18
2013-67084,21,21
2011-51834,18,15
2014-10330,20,20
2012-97970,21,15
2013-15998,23,23
2013-68169,19,18
2010-96943,18,15
2014-12593,18,18
2013-70266,17,17
2010-28424,16,0
2012-19195,18,18
2011-63052,18,18
2014-23059,21,21
2005-45722,15,0
2010-00295,17,11
2013-09350,18,18
2013-68090,20,20
2010-43499,19,6
2014-70897,19,17
2014-24451,18,18
2012-18334,18,18
2007-37962,21,13
2012-18105,19,16
2011-63063,18,0
2012-45168,18,12
2012-07131,18,16
2014-29136,18,18
2008-68341,19,0
2013-06217,21,21
2000-48383,0,0
2013-98398,18,18
2011-57947,17,0
2014-63438,19,17
1997-40307,0,0
1999-25458,0,0
2014-72732,17,16
2012-20295,21,21
2012-98131,0,0
2012-16666,21,20
2012-42704,20,18
2011-03429,18,3
2012-55997,21,12
2012-17672,18,13
2011-24172,18,12
2010-52474,20,9
2004-68473,0,0
1995-60384,0,0
2014-00012,21,21
2011-97748,0,0
2012-55044,18,18
2013-03052,21,21
2014-22176,20,20
2009-29034,16,6
2012-60190,18,18
2013-15155,18,15
2013-02810,18,18
2013-06377,18,18
2008-11789,16,0
2012-39947,21,17
2012-98128,0,0
2002-14527,0,0
2012-55101,19,18
2013-14168,20,20
2012-01244,18,18
2008-37417,18,12
2014-15651,20,20
2012-36868,21,18
2013-39914,18,6
2012-40773,18,13
2013-08070,18,18
2012-04181,19,17
2014-47966,21,21
2012-20582,17,15
2013-98399,18,0
2006-69246,0,0
2009-96676,12,6
2011-33225,21,18
2013-98400,21,21
2012-97835,15,0
2012-19639,20,20
2000-22113,0,0
2012-19268,19,19
1993-36676,0,0
2013-07468,23,22
2012-19258,21,16
2014-12304,18,18
2012-32943,12,10
1989-43407,0,0
2012-32944,19,17
2014-09417,19,19
2014-36722,19,19
2010-07796,16,0
2014-15023,19,19
2014-09526,19,19
2011-56010,18,6
2011-09276,20,17
2014-08403,18,16
2014-11761,21,19
2011-26561,21,6
2012-25201,15,12
2012-65032,18,10
2014-72053,18,18
2009-51608,12,12
1988-40550,0,0
2013-10719,18,18
2008-10033,18,4
2012-06141,18,3
2011-57618,21,6
2014-19408,20,20
2012-58988,18,15
2009-28566,18,0
2013-56680,18,18
2014-72102,20,20
2014-12349,20,19
2010-12543,21,6
2012-72102,20,15
2012-97871,0,0
2005-40137,0,0
2013-37431,17,17
2011-51841,21,14
2004-34056,0,0
2011-10912,19,0
2014-43908,20,19
2014-28596,17,17
2013-26443,21,18
2010-40083,15,9
2006-74744,16,0
2012-37746,17,15
1992-46943,0,0
2012-36869,21,16
2013-98254,15,0
2012-97836,15,0
2013-22626,21,21
2013-08684,20,20
2010-31592,12,3
2013-68154,23,22
2012-15066,17,15
2013-13905,21,19
2014-12775,18,18
2009-63436,19,0
2010-63810,22,21
2012-72368,18,18
2013-06975,18,18
2014-60128,21,21
2011-12036,16,0
2012-10683,21,16
2014-78728,17,17
2014-52007,20,20
2013-01610,18,18
2014-33783,20,20
2010-36512,19,15
2011-04341,19,18
2011-46513,18,7
2012-68807,18,18
2014-44478,17,15
2014-99095,0,0
2010-57229,19,3
2014-01042,18,18
2012-40651,18,18
2012-51169,18,12
2012-18927,20,18
2011-31422,20,18
2011-52498,20,12
2013-71460,18,18
2003-50162,0,0
2013-44991,18,18
2013-41424,18,18
2010-54612,20,3
2005-64235,0,0
2013-40864,20,20
1986-40012,0,0
2011-63154,21,20
2013-71517,18,18
2013-98631,0,0
2013-98402,17,15
2014-00951,17,17
2004-19221,20,12
2012-61634,21,21
2013-29354,18,18
2000-46920,0,0
2011-10805,18,9
2013-53121,21,21
2013-71220,20,18
2014-24315,18,18
2013-98617,18,15
2014-72660,19,19
2014-72734,19,19
2013-98255,15,3
2009-61430,10,0
2012-17875,18,16
2011-21595,21,13
2014-72369,18,18
2012-19680,18,18
2011-48425,12,0
2012-30557,18,18
2012-97837,21,21
2013-64310,18,18
2010-47075,18,0
2013-18443,21,21
2014-02366,18,15
2014-08029,18,15
2011-03119,17,3
2012-18693,20,18
2005-17505,20,20
2010-07391,19,0
2014-48359,19,18
2009-62492,19,0
2012-25611,21,21
2011-48733,20,18
2000-49773,0,0
2011-97713,0,0
2012-28040,15,13
2012-56796,19,13
2011-60708,20,16
2014-55290,17,17
2014-71759,18,18
2014-01976,18,18
2013-98403,18,18
2013-71196,20,20
2012-19326,18,18
2012-39175,12,11
2014-70977,19,19
2011-97709,0,0
2014-20224,18,18
2009-12560,17,0
1989-39376,0,0
2011-61305,18,18
2010-97114,0,0
2009-20990,18,0
1999-95200,0,0
2014-90546,0,0
2012-06364,19,18
2014-39836,18,18
2013-68256,18,18
2013-70840,18,0
2012-97838,21,21
2012-19509,18,6
2012-97971,20,18
2013-98256,16,16
2004-36667,0,0
2014-71482,18,17
2013-09776,21,21
2012-97839,15,0
2014-99070,0,0
2013-98257,16,14
2012-17891,21,21
2012-18786,21,18
2006-61937,0,0
2011-00606,21,20
2008-67098,0,0
2010-41717,18,1
2012-40843,18,12
2013-05694,18,18
1977-90314,0,0
2013-26952,18,0
2009-64120,15,6
2006-95772,0,0
2013-09027,18,18
2014-01427,19,19
2004-46281,12,0
2014-20206,20,19
2014-70576,20,20
2014-06942,21,21
2014-62134,20,20
2014-72510,18,18
2014-43711,21,21
2012-37125,18,3
2014-26724,20,19
2011-97343,21,19
2014-64112,18,15
2014-74460,19,19
2011-09952,15,15
2003-96680,0,0
2014-14194,20,20
2011-49124,20,3
2013-09958,18,18
1997-94606,0,0
2012-48832,17,15
2011-49125,18,9
2012-28538,15,14
2011-61342,18,17
2014-48361,17,17
2014-98911,16,16
2011-50584,18,3
2014-99066,0,0
2014-28174,19,17
2014-99255,0,0
2013-06843,21,21
2012-97972,18,3
2014-99092,0,0
2013-21050,18,15
2014-62843,21,21
2011-65248,18,3
2009-26595,12,0
2005-44263,19,6
2000-81832,0,0
2012-97840,15,10
2007-03847,21,17
2007-43860,0,0
2012-11788,21,0
2013-09777,19,19
2014-98727,19,17
1992-92119,0,0
2014-22991,21,21
2013-40854,19,19
2011-62919,20,15
2013-98678,18,18
2014-20364,18,18
2012-11745,18,12
2010-21577,18,18
2008-10034,15,9
2013-29756,18,18
2011-06443,20,16
2003-56411,0,0
1998-50947,0,0
2011-00373,16,0
2014-77090,17,17
2012-07469,18,16
2008-32767,15,12
2010-53508,15,15
2013-48715,20,20
2012-47335,19,18
2010-42057,16,0
2012-69884,20,19
2012-19733,19,17
2011-48853,19,5
2013-68100,17,16
2009-60110,18,1
2014-99126,0,0
2012-37199,19,17
2013-16636,18,18
2011-21589,20,16
2012-29589,12,12
2012-97973,18,10
2008-65273,16,0
2003-55768,0,0
2014-43281,19,19
2014-43337,20,20
2014-05900,18,18
2011-21663,19,6
2011-65162,18,9
2012-41661,19,16
2014-98806,20,20
2012-10392,20,18
2012-12705,20,19
2011-42592,20,3
2010-38624,19,9
2014-42069,17,17
2011-47764,16,7
2007-21139,18,0
2013-06749,18,18
2009-28516,19,0
2013-98404,21,21
2011-28197,20,8
2011-03448,21,18
2012-97974,18,18
2012-37696,21,18
2011-46509,18,13
2012-47235,20,6
2013-34095,20,20
2014-66009,20,20
2014-26822,18,18
2013-72662,20,20
2013-06465,17,17
2012-18144,21,9
2012-34482,21,15
2014-63963,15,15
2013-30609,18,18
2012-60345,19,19
2014-99103,0,0
2008-09663,21,15
2014-70978,19,15
2011-65120,15,9
2013-98259,18,18
2013-04794,18,18
2012-18081,19,17
2010-31469,19,12
2013-62749,12,12
2012-29741,18,12
2014-53089,21,21
2009-27164,18,3
2014-26077,17,17
2013-35105,18,15
2012-18263,12,12
2000-95541,0,0
2013-68092,20,20
2013-16461,18,18
2009-06520,21,7
2014-34270,19,19
2013-28670,18,18
2011-11570,18,3
2012-33594,20,16
2014-19898,18,17
2010-43823,19,9
2005-52222,19,0
2012-98058,0,0
2013-98636,0,0
2012-98146,0,0
2014-99012,0,0
2013-73882,18,18
2013-64445,20,20
2014-29960,19,19
2014-98950,0,0
2006-40683,19,0
2014-72490,21,21
2013-08071,18,0
2013-48411,17,15
2011-22032,18,3
1969-91336,0,0
2012-17663,21,21
2011-62191,21,14
2013-74106,20,11
2010-17317,17,0
2010-01711,17,0
2012-19653,21,21
2013-43659,21,21
2010-08189,18,18
2011-38888,19,19
2014-99068,0,0
2012-11886,17,17
2011-19204,21,21
2014-26027,20,19
2013-98405,18,15
2013-28196,18,18
2009-96581,18,0
2011-48841,21,16
2014-71453,18,18
2012-60691,21,21
2006-39812,0,0
2014-53650,17,17
2012-37692,18,3
2013-76458,21,21
2013-25254,21,18
2014-99123,0,0
2010-39219,19,0
2012-77301,18,18
2011-24321,17,15
2011-06776,19,17
2010-28840,18,18
2012-12739,15,14
2011-63066,20,3
2012-37610,18,18
2011-65308,12,12
2014-52008,20,19
2012-24843,15,15
2013-09737,15,14
2014-01715,20,19
2014-27109,17,17
2012-46784,17,15
2013-68093,21,21
2012-31064,21,12
2014-61569,18,17
2008-16228,16,5
2013-01286,21,19
2014-45287,21,21
2011-62644,12,12
2011-18436,12,11
2005-65660,0,0
2010-42136,13,3
2014-72703,17,15
2011-34352,21,21
2011-03669,18,12
2011-19357,18,12
2011-97348,18,18
2013-98406,21,21
2011-01372,21,3
2014-98975,0,0
2012-97841,15,0
2013-06305,18,11
2013-57061,21,21
2013-06320,21,21
2013-50383,18,18
2010-75006,18,12
2012-97975,19,17
2012-20659,21,21
2013-71456,20,20
2013-56958,20,20
2014-32385,18,15
2013-28501,19,19
2013-06907,12,12
2011-56890,21,6
1997-40935,0,0
2012-31039,18,18
2011-37236,19,0
2014-72067,18,18
2014-31234,19,18
2014-98913,16,16
2009-17154,0,0
2013-60327,18,18
2014-70507,19,19
2013-63012,18,17
2014-20685,18,18
2013-46247,18,17
2013-98260,15,9
2012-14607,12,8
2013-29268,18,18
2012-18373,18,18
2012-18882,18,18
2014-09429,18,18
2011-62427,18,3
1980-91887,0,0
2013-11609,21,21
2011-21787,15,12
2011-97495,21,21
2014-98782,19,18
2011-18663,20,15
2010-18285,21,7
2013-47999,21,21
2012-59902,19,16
2013-70174,18,18
2013-66357,20,20
2013-27152,20,13
2010-10547,17,4
2014-98774,18,18
2014-57648,18,18
2004-00961,0,0
2006-39880,0,0
2011-31772,15,3
2009-08497,21,21
2008-53861,0,0
2009-96625,0,0
2010-06438,20,20
2010-57146,21,10
2012-18335,21,21
2003-55581,0,0
2014-09326,20,20
1995-58754,0,0
2006-40727,18,6
2011-22063,18,9
2006-68752,21,17
2012-17664,21,19
2013-44649,21,21
2013-06306,20,20
2011-28757,18,13
2013-06553,15,15
2014-00641,18,18
2014-15958,18,16
2013-98644,0,0
2009-34293,20,0
2013-09125,18,17
2013-45558,21,21
2011-11428,15,12
2005-50681,0,0
2005-95339,0,0
2013-11409,21,21
1987-47433,0,0
2011-11488,24,24
2012-26637,19,18
2012-37488,18,9
2011-64505,18,13
2012-14912,21,9
2013-02454,18,18
2010-96945,21,21
2010-42238,18,1
2010-96946,21,20
2014-98714,18,17
2014-41026,18,18
2009-46008,20,6
2012-29283,19,16
2014-41862,19,19
2013-06694,18,14
2010-00228,15,6
2014-71256,21,21
2008-37379,19,15
2012-19648,18,18
2014-80095,21,21
2012-38464,19,18
2012-98158,18,14
2011-22858,16,0
2011-47154,18,6
2014-98748,17,17
2005-46284,16,0
2014-53469,19,18
2009-19485,19,7
2014-08247,21,21
2013-03728,18,18
2012-97993,0,0
2014-72709,20,20
2012-19246,18,18
2005-95597,0,0
2013-98646,0,0
2014-99148,0,0
2013-98645,0,0
2013-98507,0,0
2012-07397,18,12
2013-98470,0,0
2010-26693,17,0
2009-17426,19,4
2012-17716,18,3
2013-08628,18,18
2014-72714,20,20
2013-07499,18,18
2012-98028,0,0
2008-96429,0,0
2011-47809,18,12
2011-29397,20,11
2011-28937,18,18
1987-40961,0,0
2014-64434,18,18
2013-27658,19,18
2014-62649,18,18
2014-72563,20,20
2012-04384,15,14
2011-65314,18,7
1997-39001,0,0
2012-17674,21,21
2011-47245,18,16
2013-20033,18,21
2013-45724,17,16
2013-70177,18,18
2014-00337,20,17
2013-45559,18,15
2014-72370,19,18
2012-37816,19,19
2006-35857,18,10
2013-54196,23,23
2012-38360,18,13
2011-97714,0,0
2013-68027,18,0
2014-99181,0,0
2013-08202,18,18
2011-97429,0,0
2012-44068,21,19
2012-28046,18,18
2011-33107,19,9
2012-53165,18,18
2011-07493,19,3
1986-39141,0,0
2010-42643,18,4
2012-62490,17,15
2013-98407,18,18
2014-99177,17,17
2014-05905,17,17
1992-05578,0,0
2014-02591,18,18
2011-63759,21,19
2010-39093,20,18
2013-57082,21,19
2008-09284,0,0
2009-04526,16,0
2008-56030,19,0
2014-10546,17,15
2013-45997,18,0
2013-70265,19,8
2009-61240,19,0
2011-39189,19,10
2010-73176,17,0
2014-98914,16,16
2008-96502,19,4
2005-33383,0,0
2012-56385,21,18
2010-07294,17,0
2013-39691,20,20
2012-63567,19,19
2013-09448,21,21
2013-11788,19,19
2014-29463,20,20
2013-51017,15,13
2014-98952,0,0
2014-98778,18,18
2013-02912,18,18
1988-41352,0,0
2013-66988,18,15
2008-51922,16,6
2013-19893,18,18
2014-22977,20,20
2014-35180,21,21
2002-53016,0,0
2010-66135,21,13
2014-49023,19,19
2012-28901,15,6
2012-10036,18,12
2010-52740,19,0
2013-09918,18,18
2013-12248,18,15
2013-09134,18,17
2014-08732,20,20
2012-54983,19,14
2012-18374,21,12
2012-33933,19,18
2014-01004,18,16
2013-57778,21,21
2013-40810,20,20
2007-65364,0,0
2014-98822,18,0
2014-99157,0,0
2014-98812,20,18
2012-19688,21,19
2014-42143,18,18
2012-97882,0,0
2010-08226,18,3
2012-13145,18,18
2012-19659,19,3
2013-06977,18,15
2013-16814,19,19
2011-18362,20,12
2012-38594,20,18
2013-06891,20,20
2007-95906,0,0
2014-45779,19,19
1997-40750,0,0
2011-62420,19,10
2012-08621,21,12
2013-68024,19,19
2000-48454,0,0
2013-22796,19,17
2012-19377,17,16
1992-43607,0,0
2013-68096,21,21
2012-30310,18,18
2014-78586,17,15
2014-35736,17,17
2012-59187,21,21
2013-17560,18,18
2014-08734,21,20
2013-09686,21,21
2011-22123,18,3
2014-99027,0,0
2011-04695,20,16
2013-98490,0,0
2011-10145,24,15
2012-17791,21,20
2014-47606,18,18
2012-47863,15,15
2010-30691,16,3
2013-98408,18,0
2014-98998,0,0
2011-29556,20,0
2011-42640,19,15
2010-03599,19,12
2013-20182,17,15
2013-08395,18,18
2014-66017,18,18
2010-42398,19,0
2013-71200,20,20
2011-63051,18,18
2012-18307,21,18
2014-71890,18,18
2012-47070,18,18
2010-97285,0,0
2011-22056,17,12
2010-52095,16,14
2013-72404,18,0
1996-93983,0,0
2011-61368,17,0
2001-06212,0,0
2012-26647,18,13
2011-63129,19,0
2012-17871,19,19
2012-98075,0,0
2012-17578,19,15
2012-50027,18,13
2012-98104,0,0
2012-50649,21,21
2014-55313,17,15
2014-99141,0,0
2012-43866,19,15
2010-42599,17,15
2014-47234,20,19
2011-57467,18,17
2013-08260,18,18
2008-35205,21,21
2011-45055,16,0
2010-97006,21,0
2014-51861,18,18
2012-13337,23,13
2012-19145,20,19
2012-37491,18,15
2005-45190,0,0
2005-04408,0,0
2012-43020,18,18
2010-42134,0,0
2014-98915,16,16
2013-68108,20,20
2014-99230,0,0
2009-17596,0,0
2010-36517,20,0
2012-17634,19,15
2011-18521,20,18
2013-51016,18,18
2014-72704,19,19
2014-33738,18,18
2014-71852,19,19
2014-48796,17,17
2013-08404,18,18
2009-11407,19,0
2011-60886,19,17
2011-62190,15,12
2007-55607,16,0
2014-30008,18,18
2011-03854,18,18
2013-98409,18,18
2011-97512,21,20
2010-97098,19,9
2003-43329,0,0
2012-37817,21,9
2011-13446,18,3
2007-66030,0,0
2012-24315,18,15
2014-05981,18,18
2011-33882,21,9
2012-38709,18,8
2014-28994,20,19
2011-48356,21,20
2012-24869,18,10
2004-39548,0,0
2012-16902,18,13
2014-45879,20,20
2010-68367,19,0
2014-14745,18,18
2012-18174,17,17
2012-48160,20,14
2007-16391,19,3
2014-98751,17,17
2010-27470,19,12
2012-31052,15,15
2012-18173,21,21
2009-51691,19,0
2013-09082,18,17
2014-59551,21,21
2014-52307,19,19
2012-18611,18,18
2012-03550,18,18
2012-19204,20,16
2014-01061,21,20
2014-33477,20,20
2011-62466,20,11
2011-09278,15,13
2011-48719,18,15
2005-48798,21,21
2014-44623,18,15
2012-24967,19,17
2013-09029,18,18
2011-29186,16,0
2014-21949,20,19
2011-48854,21,19
2014-99223,0,0
2012-09714,18,18
2006-41946,0,0
2013-09888,20,18
2012-22837,19,14
2010-44810,18,12
2012-15623,12,9
2011-41929,24,20
2011-46796,21,19
2014-73993,18,18
2013-58172,15,14
2014-08282,19,19
2010-14041,17,0
2011-05395,21,18
2011-15813,20,16
2011-22573,18,1
2011-37827,18,18
2011-35029,20,19
2014-98916,16,13
2008-19255,19,14
2014-23170,19,19
2013-05946,18,18
2012-67569,20,18
2013-06379,18,18
2012-07151,12,12
2012-13132,18,18
2003-54536,0,0
2005-21359,0,0
2014-52646,18,21
2011-55188,18,9
2012-18010,21,21
2013-68198,21,21
2013-07885,19,18
2014-12701,18,18
2011-31420,18,18
2011-97501,21,12
2011-10218,18,5
2012-65301,18,18
2014-71969,20,20
2009-51388,20,19
1996-93887,0,0
2014-71804,18,18
2012-38495,20,18
2014-99048,0,0
2011-00065,20,16
2013-08778,21,21
2008-36425,10,3
2014-99018,0,0
2012-98138,0,0
2013-07301,15,15
2014-72640,18,18
2013-74115,21,21
2014-09604,18,18
2013-98525,0,0
2013-56685,21,21
2013-11918,17,17
2011-97468,18,12
2006-35739,18,18
2012-38496,19,19
1986-36954,0,0
2011-43325,17,15
2010-41739,19,9
2010-19861,20,9
2014-21045,19,19
2010-30891,18,16
2014-60547,21,21
2012-36505,18,18
2009-62494,18,6
2012-97842,18,18
2014-72743,17,17
2013-68097,19,19
2012-49398,20,18
2010-52872,20,8
2010-33227,17,0
2012-56798,15,6
2014-70614,18,17
2009-35681,16,3
2013-19757,19,17
2011-97545,21,16
2014-40633,21,21
2003-33187,0,0
2014-50258,20,20
2006-28635,0,0
2011-62924,18,13
2014-13681,20,20
2012-18872,19,18
2013-06554,18,18
2011-48855,16,0
2013-06213,23,23
2009-23747,10,0
2014-32847,18,18
2012-19729,20,17
2010-18114,17,3
2013-48318,15,13
2014-72055,19,18
2013-26687,21,19
2010-97030,12,4
2012-27950,19,0
2014-61577,21,19
2013-06706,19,19
2012-19272,15,13
2012-68596,21,16
2012-15883,21,21
2012-18918,19,19
2013-19782,20,19
2013-25040,18,15
2014-71921,21,20
2012-76505,18,18
2014-08046,17,17
2013-07936,20,18
2008-08965,0,0
2012-24947,18,18
2001-65018,0,0
2010-97037,19,0
2011-97756,0,0
2014-00205,21,21
2012-14734,21,21
2006-40614,17,0
2012-58993,18,18
2013-14088,18,18
2014-22156,17,17
2013-98261,18,18
2013-66717,18,18
2013-25107,23,22
2011-62120,19,1
2013-28746,18,18
2012-16951,20,14
2008-38788,15,3
2014-99053,0,0
2014-99211,0,0
2014-20942,17,17
2011-22250,18,12
2014-29464,19,19
2009-23694,19,12
2014-98800,20,18
2014-71892,21,21
2011-46923,19,3
2013-34141,21,21
2009-63135,0,0
2014-70966,18,18
2014-78744,19,19
2013-15213,21,21
2014-60813,19,19
2003-96813,0,0
2013-40268,20,20
2009-15635,19,3
2006-34983,0,0
2011-62574,12,9
2000-48048,0,0
2011-36843,18,15
2008-38530,18,4
2014-48378,19,19
2013-68248,18,15
2005-43173,0,0
2009-18004,21,3
2012-05123,18,18
2014-28467,18,18
2010-42311,19,0
2014-38844,17,17
2011-20904,18,16
2010-06146,18,18
2012-13483,21,15
2010-00447,21,19
2011-28198,20,20
2014-55565,20,19
2014-24240,21,21
2014-31168,18,15
2013-09115,18,18
2012-05796,18,15
2014-98715,18,18
2013-03369,18,18
2011-63020,22,10
2013-25607,18,18
2012-18040,17,15
2009-41981,21,3
2012-59256,21,18
2012-37972,19,12
2011-36692,19,6
2012-38441,19,19
2013-19363,18,0
2013-06199,19,19
2012-97977,20,20
2009-24122,13,3
2014-71602,20,20
2012-04379,21,19
2012-29789,18,16
2012-30407,18,18
2012-18130,19,18
2014-27251,21,21
2012-31214,19,18
2009-17265,0,0
2010-41545,0,0
2013-16637,18,18
1986-45512,0,0
2013-71171,21,21
2008-00142,0,0
2007-62437,20,9
2013-09109,18,15
2011-62502,20,20
2010-97233,0,0
2014-24459,18,18
2006-68470,0,0
2014-98967,0,0
2013-98664,21,0
2013-43899,18,18
2013-98545,0,0
2007-06633,0,0
2011-36039,16,0
2014-29329,21,21
2014-29710,20,20
2013-09739,20,20
2009-60011,16,0
2012-00810,19,12
2013-98530,0,0
2013-49875,20,20
2014-55563,18,18
2010-97267,0,0
2012-57553,18,18
2014-06498,20,20
2012-44095,18,18
2003-95004,16,3
2014-63029,21,12
2013-09326,21,21
2014-75249,18,18
2010-56671,16,15
2013-98253,15,9
2013-63828,18,18
2011-97380,0,0
2010-19377,18,15
2011-07039,16,0
2005-21056,0,0
2014-99038,0,0
2005-50638,0,0
2012-19243,21,20
2013-17403,18,18
2011-35776,15,12
2014-99137,0,0
2010-52519,21,19
2014-99221,0,0
2005-67815,0,0
2013-66359,19,19
2010-51596,15,13
2012-50599,18,18
2011-97459,21,20
2013-98265,16,12
2010-13688,19,0
2012-02711,23,15
2014-77018,18,18
2013-68249,18,18
1991-36042,0,0
2011-23872,19,14
2014-22540,17,17
2011-50616,16,3
2013-68099,21,21
2005-15618,0,0
2011-12501,19,4
2010-51781,16,0
2013-48607,21,21
2007-10134,21,0
1990-42922,0,0
2011-08635,16,3
2014-00448,21,21
2009-13541,12,0
2014-13004,12,12
2014-71568,18,17
1999-24705,0,0
2009-29831,0,0
2013-30957,23,22
2014-06623,17,17
2013-30619,19,19
2014-21374,19,19
2012-37975,19,19
2014-99007,0,0
2011-49551,20,22
2012-40846,19,15
2013-04649,19,0
2014-99033,0,0
2012-43154,21,16
1998-67102,0,0
2013-58177,18,18
2014-72735,19,19
2006-34984,0,0
2013-09015,19,17
2011-21417,16,0
2006-69478,0,0
2012-18071,18,3
2014-99248,0,0
2014-06116,21,21
2012-22832,19,18
2012-10662,21,21
2013-67935,15,15
2014-09607,18,18
2014-20647,18,18
2013-19786,18,18
2014-48381,20,20
2008-38108,21,6
2011-19516,15,15
2014-12062,17,17
2014-27762,19,19
2014-99174,18,18
2014-98881,16,16
2014-09313,19,19
2014-05406,18,18
2014-46051,18,18
2012-52898,19,17
2012-32512,20,14
2001-49489,0,0
2006-26308,17,0
2010-34149,21,6
2013-36910,21,21
2014-66247,19,19
2012-65855,21,19
2010-42736,15,0
2014-99025,0,0
2011-46418,19,0
2014-42637,19,19
2014-55561,19,19
2013-45785,18,0
2012-60746,21,10
2010-19179,19,0
2012-37739,18,15
2012-66150,21,21
2012-49786,20,19
2014-72107,19,19
2014-00506,20,19
2013-35091,17,16
1988-40297,0,0
2014-98728,21,21
2014-28189,15,14
